Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/MLWorkflow/decision_tree,6694,0,39,61.09082760681207,21,5827,73.0,3.7197997362480177,0.0,39,43,46,49,62,92,380,480,4400,5800,5800
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/MLWorkflow/feature_transform,6694,0,37,60.60247983268599,19,5150,178.7608305945623,3.7197997362480177,0.0,37,41,45,47,63,130,380,460,4200,5200,5200
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/MLWorkflow/linear_regression,6697,0,37,60.861131850082124,19,6050,157.5744363147678,3.721466811122345,0.0,37,41,44,46,59,85,350,460,5100,6000,6000
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/MLWorkflow/rule_match,6697,0,34,47.521875466626845,16,4766,57.7230103031208,3.721466811122345,0.0,34,37,40,42,53,67,110,270,3600,4800,4800
GET,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/predict-pipeline/sequence,1663,1,990,1324.4034876728804,619,26714,133.98316295850873,0.9241151720018604,0.0005556916247756226,990,1200,1400,1500,1800,2100,3300,5200,25000,27000,27000
GET,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/set-computation/sequence,5087,0,1300,1399.4596029093768,1158,15971,143.0,2.826803295233592,0.0,1300,1400,1400,1400,1600,1700,1900,2200,6400,16000,16000
,Aggregated,33532,1,40,323.92908266730285,16,26714,121.59695216509603,18.633451561976177,0.0005556916247756226,40,48,75,730,1300,1400,1600,1800,7500,16000,27000
