Method,Name,Error,Occurrences
GET,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/predict-pipeline/sequence,"BadStatusCode('https://172.10.8.101:31001/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/predict-pipeline/sequence', code=400)",1
