Time(s),Net_Receive(MB/s),CPU_Util(%),Disk_WR(0.1*MB/s),Mem_Util(0.01*MB),StateBridgeMem(Bytes),OWControllerMem(MB)
485,0.136139,17.112,0.0445313,40.30,68.00,772.00
486,0.196001,24.918,0.111719,40.52,68.00,772.00
487,0.42734,23.689,0.114453,40.36,68.00,772.00
488,0.0451384,26.774,0.229297,40.36,68.00,772.00
489,0.585327,36.834,0.275781,40.33,68.00,772.00
490,0.344357,39.181,0.262109,40.44,68.00,772.00
491,0.101398,22.745,0.138672,40.35,68.00,776.00
492,0.168739,36.692,0.242969,40.08,68.00,776.00
493,0.162677,23.815,0.127734,40.31,68.00,776.00
494,0.265606,39.805,0.229297,40.35,68.00,776.00
495,0.148443,22.994,0.134766,40.39,68.00,776.00
496,0.168239,47.543,0,40.36,68.00,776.00
497,0.141589,24.142,0.0015625,40.38,68.00,776.00
498,0.181522,24.550,0.0339844,40.45,68.00,776.00
499,0.28611,37.446,0,40.42,68.00,776.00
500,0.211156,29.044,0,40.40,68.00,776.00
501,0.486751,39.002,0,40.32,68.00,776.00
502,0.323599,29.255,0.00859375,40.40,68.00,776.00
503,0.33403,38.424,0.0371094,40.43,68.00,776.00
504,0.23204,41.809,0.23125,40.35,68.00,776.00
505,0.406621,36.451,0.200781,40.35,68.00,775.00
506,0.0289545,22.485,0.0371094,40.53,68.00,775.00
507,0.15566,23.494,0.107031,40.59,68.00,775.00
508,0.270802,49.831,0.165625,40.07,68.00,775.00
509,0.71288,35.988,0.222656,40.20,68.00,775.00
510,0.0648737,36.889,0.196875,39.88,68.00,775.00
511,0.0867062,27.763,0.151563,40.14,68.00,775.00
512,0.457165,48.950,0.200391,40.65,68.00,778.00
513,0.430686,46.956,0.291406,41.09,68.00,778.00
514,0.183722,30.036,0.194141,41.00,68.00,778.00
515,0.0865145,32.709,0.110938,41.57,68.00,778.00
516,0.218338,53.721,1.3457,41.64,68.00,778.00
517,0.150414,35.429,0.277734,41.75,68.00,778.00
518,0.0885773,29.611,0.0175781,42.17,68.00,778.00
519,0.28548,40.761,0,42.03,68.00,778.00
520,0.282793,37.799,0,41.90,68.00,776.00
521,0.0992603,22.236,0,41.94,68.00,776.00
522,0.406765,29.966,0.0261719,41.92,68.00,776.00
523,0.18647,44.002,0.0355469,42.24,68.00,776.00
524,0.51059,40.905,1.46172,42.09,68.00,776.00
525,0.16925,31.060,0,42.06,68.00,776.00
526,0.179297,43.648,0,42.01,68.00,776.00
527,0.0333071,26.747,0,42.34,68.00,776.00
528,0.525135,37.820,1.12852,42.28,68.00,777.00
529,0.439824,36.786,0.219141,42.67,68.00,777.00
530,0.0962543,22.337,0.0859375,40.90,68.00,777.00
531,0.0547075,43.079,0.237891,40.79,68.00,777.00
532,0.195517,43.795,0.375781,40.48,68.00,777.00
533,0.256396,29.106,0.101562,40.86,68.00,777.00
534,0.528614,43.800,0.219531,40.89,68.00,777.00
535,0.343204,40.463,0.242969,40.72,68.00,780.00
536,0.348568,35.540,0.336328,40.71,68.00,780.00
537,0.10452,24.383,0.202734,40.70,68.00,780.00
538,0.0380297,20.247,0.0382813,40.82,68.00,780.00
539,0.140551,25.279,0.0636719,40.71,68.00,780.00
540,0.343178,29.425,0.201953,40.78,68.00,780.00
541,0.552658,49.283,0.291797,41.57,68.00,780.00
542,0.0358582,28.432,0.0898438,41.61,68.00,778.00
543,0.213859,28.860,0.267578,41.51,68.00,778.00
544,0.251231,37.394,0.850391,41.26,68.00,778.00
545,0.160906,23.754,0.0828125,41.36,68.00,778.00
546,0.499187,43.839,0.0871094,41.64,68.00,778.00
547,0.211058,50.203,0.466016,41.78,68.00,778.00
548,0.267695,37.618,0,41.80,68.00,778.00
549,0.242942,22.769,0.0703125,41.71,68.00,778.00
550,0.152549,24.005,0.000390625,41.78,68.00,778.00
551,0.228996,21.583,0.0433594,41.86,68.00,778.00
552,0.290534,35.003,0.0230469,41.80,68.00,778.00
553,0.648985,35.256,0.0484375,41.79,68.00,778.00
554,0.293398,49.697,2.20469,42.13,68.00,778.00
555,0.17362,42.430,0.294922,41.81,68.00,778.00
556,0.234692,29.143,0.137109,41.71,68.00,778.00
557,0.0939255,27.087,0.102344,41.88,68.00,778.00
558,0.0725317,24.177,0.0949219,41.71,68.00,778.00
559,0.31374,38.346,0.179297,41.82,68.00,778.00
560,0.250898,29.237,0.585156,41.79,68.00,778.00
561,0.249299,42.788,0.145703,41.89,68.00,778.00
562,0.256993,28.724,0.755859,41.91,68.00,778.00
563,0.152104,36.575,0.201953,41.83,68.00,778.00
564,0.227523,42.897,0.217969,42.10,68.00,778.00
565,0.170918,33.824,0.144922,40.73,68.00,781.00
566,0.419536,32.762,0.273438,40.76,68.00,781.00
567,0.389311,42.108,0.157031,40.80,68.00,781.00
568,0.293621,38.202,0.235156,40.72,68.00,781.00
569,0.0424614,28.705,0.128906,40.75,68.00,781.00
570,0.244402,29.790,0.258594,40.92,68.00,781.00
571,0.587267,40.725,0.172656,40.83,68.00,781.00
572,0.149491,44.125,0.204688,40.76,68.00,779.00
573,0.30045,38.961,0.258203,40.75,68.00,779.00
574,0.271623,35.974,0.239844,40.67,68.00,779.00
575,0.305571,23.192,0.0265625,40.81,68.00,779.00
576,0.169086,39.617,0.430859,40.80,68.00,779.00
577,0.209638,28.036,0.0308594,40.79,68.00,779.00
578,0.331193,41.034,0.0210938,40.91,68.00,779.00
579,0.124968,44.347,0.197656,40.94,68.00,779.00
580,0.339427,43.003,0,40.77,68.00,779.00
581,0.126847,42.738,0,40.70,68.00,793.00
582,0.394682,42.779,0.233203,40.98,68.00,793.00
583,0.193411,46.594,0.200391,41.95,68.00,793.00
584,0.394736,24.321,0.183984,41.98,68.00,793.00
585,0.281139,46.384,0.292187,41.84,68.00,793.00
586,0.252647,31.781,0.183594,41.99,68.00,793.00
587,0.0297394,24.020,0.0664062,42.28,68.00,793.00
588,0.378556,40.175,0.159375,41.99,68.00,776.00
589,0.302922,37.924,0.325,41.94,68.00,776.00
590,0.695978,36.204,0.205859,41.88,68.00,776.00
591,0.298111,33.684,0.260156,41.79,68.00,776.00
592,0.099226,23.363,0.0402344,42.04,68.00,776.00
593,0.315125,26.588,0.2375,41.97,68.00,776.00
594,0.0840864,23.791,0.574609,42.13,68.00,776.00
595,0.241098,37.856,0.242578,42.05,68.00,776.00
596,0.116645,39.308,0.146094,42.08,68.00,776.00
597,0.615377,41.422,0.233594,42.05,68.00,776.00
598,0.0426674,35.262,0.124609,42.16,68.00,776.00
599,0.165508,26.854,0.13125,42.21,68.00,776.00
600,0.25246,41.164,0.726172,41.99,68.00,776.00
601,0.369832,36.518,0,41.98,68.00,776.00
602,0.236911,39.607,0.815625,41.90,68.00,776.00
603,0.265418,30.408,0.0667969,41.66,68.00,776.00
604,0.208216,24.933,0.0746094,42.07,68.00,776.00
605,0.640435,43.235,0.345703,42.17,68.00,776.00
606,0.440181,36.972,0.222656,41.93,68.00,776.00
607,0.0995083,30.172,0.108594,42.06,68.00,776.00
608,0.0744886,16.666,0.0328125,41.96,68.00,776.00
609,0.0519152,24.815,0.124609,41.75,68.00,776.00
610,0.0527592,24.901,0,42.03,68.00,776.00
611,0.464806,45.936,0.399219,41.97,68.00,776.00
612,0.506716,28.919,0.316797,41.61,68.00,776.00
613,0.308091,30.173,0.0664062,42.15,68.00,776.00
614,0.0378914,21.924,0,42.06,68.00,776.00
615,0.293342,38.332,0.604688,41.86,68.00,776.00
616,0.101729,27.525,0.0488281,41.97,68.00,776.00
617,0.118053,29.706,0.183984,41.92,68.00,776.00
618,0.275079,36.014,0.144141,42.07,68.00,775.00
619,0.141858,25.341,0.0796875,42.07,68.00,775.00
620,0.349326,41.237,0.234375,41.97,68.00,775.00
621,0.0954742,24.952,0.0949219,42.07,68.00,775.00
622,0.406639,39.002,0.233594,42.00,68.00,775.00
623,0.207166,24.468,0.0183594,42.13,68.00,775.00
624,0.252522,26.691,0.0359375,42.14,68.00,775.00
625,0.504848,38.047,0.551563,42.02,68.00,775.00
626,0.357854,14.810,0,42.02,68.00,776.00
627,0.230162,24.291,0,42.11,68.00,776.00
628,0.0378733,24.371,0,41.83,68.00,776.00
629,0.363894,38.615,0.0386719,42.11,68.00,776.00
630,0.616111,25.371,0.0816406,41.97,68.00,776.00
631,0.0969114,28.875,1.62227,42.02,68.00,776.00
632,0.0427494,28.343,0.0609375,41.83,68.00,776.00
633,0.201209,24.678,0.167188,41.86,68.00,776.00
634,0.353494,40.181,0.277734,41.90,68.00,777.00
635,0.476609,16.795,0.142578,42.14,68.00,777.00
636,0.430038,21.788,0.0757813,41.93,68.00,777.00
637,0.0356197,26.139,0.0710937,42.10,68.00,777.00
638,0.279053,36.118,0.193359,41.97,68.00,777.00
639,0.336841,33.782,0.313281,41.87,68.00,777.00
640,0.533232,40.499,0.325781,41.86,68.00,777.00
641,0.178902,36.545,0.2125,41.87,68.00,777.00
642,0.578959,38.893,0.289062,41.90,68.00,775.00
643,0.431651,25.676,0.096875,41.91,68.00,775.00
644,0.533853,43.160,0.324609,41.97,68.00,775.00
645,0.107079,29.197,0.100781,42.07,68.00,775.00
646,0.252839,39.780,0.0445313,41.86,68.00,775.00
647,0.399152,39.945,0,41.84,68.00,775.00
648,0.269451,25.682,0,41.88,68.00,775.00
649,0.100565,23.082,0.0855469,42.08,68.00,775.00
650,0.0881834,25.427,0.05,42.09,68.00,775.00
651,0.0904665,25.191,0.118359,42.12,68.00,775.00
652,0.287205,38.085,0.184766,41.92,68.00,775.00
653,0.404492,40.181,0.172656,41.93,68.00,775.00
654,0.431445,41.113,0.357031,41.98,68.00,775.00
655,0.290275,38.846,0.262109,41.84,68.00,775.00
656,0.28688,37.578,0.659375,41.97,68.00,780.00
657,0.443792,30.623,0.114453,41.85,68.00,780.00
658,0.231052,38.118,0.105859,41.83,68.00,780.00
659,0.321807,34.895,0.24375,41.60,68.00,780.00
660,0.474528,43.131,0.269922,42.05,68.00,780.00
661,0.21417,31.313,0.142187,41.87,68.00,780.00
662,0.0390234,26.679,0.108203,41.97,68.00,780.00
663,0.42952,27.446,0.209766,41.82,68.00,780.00
664,0.507755,39.526,0.394922,41.90,68.00,781.00
665,0.172496,44.510,0.280469,41.98,68.00,781.00
666,0.118661,43.070,0.275391,41.96,68.00,781.00
667,0.363151,44.965,0.345703,42.06,68.00,781.00
668,0.169037,43.220,0.308984,41.89,68.00,781.00
669,0.318281,25.325,0.203125,41.92,68.00,781.00
670,0.49107,40.949,0.218359,41.93,68.00,781.00
671,0.246318,47.326,0.721484,41.94,68.00,785.00
672,0.0939808,29.986,0.0261719,41.97,68.00,785.00
673,0.198884,23.143,0.171875,41.99,68.00,785.00
674,0.152267,26.920,0.04375,41.76,68.00,785.00
675,0.617125,43.321,0.343359,42.01,68.00,785.00
676,0.416347,30.116,0.260156,41.90,68.00,785.00
677,0.11025,31.776,0.120313,42.12,68.00,785.00
678,0.397803,25.165,0.25625,42.19,68.00,785.00
679,0.484492,28.777,0.257812,41.97,68.00,785.00
680,0.145782,23.408,0.171484,42.19,68.00,785.00
681,0.353895,38.907,0.573828,41.99,68.00,785.00
682,0.345693,46.122,0.260547,41.91,68.00,785.00
683,0.417459,42.424,0.241016,42.00,68.00,785.00
684,0.431335,40.375,0.190625,41.97,68.00,785.00
685,0.314465,27.733,0.159766,42.16,68.00,785.00
686,0.17492,32.370,0.30625,41.95,68.00,785.00
687,0.0346613,28.059,0.547266,42.03,68.00,784.00
688,0.130317,37.367,0.409766,42.03,68.00,784.00
689,0.462732,44.671,0.148828,41.92,68.00,784.00
690,0.0904617,21.657,0.288672,42.12,68.00,784.00
691,0.401495,45.718,0.0175781,41.98,68.00,784.00
692,0.175468,40.728,0,41.94,68.00,784.00
693,0.379145,40.079,0.0507812,41.92,68.00,784.00
694,0.431673,40.364,0.0722656,41.94,68.00,785.00
695,0.342472,41.603,1.2207,42.07,68.00,785.00
696,0.148047,28.157,0.0242188,42.17,68.00,785.00
697,0.206254,30.426,0.155078,42.13,68.00,785.00
698,0.0907526,35.018,0.144531,42.11,68.00,785.00
699,0.160752,37.825,0.366016,41.87,68.00,785.00
700,0.25912,44.528,0.0734375,41.96,68.00,785.00
701,0.0953026,29.177,0.0980469,42.02,68.00,785.00
702,0.474606,44.007,0.66875,42.06,67.00,786.00
703,0.377241,29.177,0.0714844,41.91,67.00,786.00
704,0.448715,27.947,0.272266,42.02,67.00,786.00
705,0.209914,43.569,0.200781,42.01,67.00,786.00
706,0.10647,28.704,0.0890625,41.89,67.00,786.00
707,0.176915,28.663,0.135547,41.89,67.00,786.00
708,0.0465298,30.180,0.201172,41.95,67.00,786.00
709,0.398447,46.705,0.280469,41.86,68.00,785.00
710,0.191354,30.576,0.254688,41.59,68.00,785.00
711,0.162927,42.013,0.180859,41.97,68.00,785.00
712,0.46152,31.541,0.192969,42.11,68.00,785.00
713,0.18522,27.307,0.0257813,42.22,68.00,785.00
714,0.334312,45.115,0.355469,42.01,68.00,785.00
715,0.120418,39.572,0,42.03,68.00,785.00
716,0.230671,39.254,0,42.03,67.00,785.00
717,0.333017,39.731,0.457031,41.98,67.00,785.00
718,0.0458584,30.946,0,42.04,67.00,785.00
719,0.143296,26.145,0.0285156,42.13,67.00,785.00
720,0.147396,28.350,0.000390625,42.19,67.00,785.00
721,0.343547,45.229,0,42.11,67.00,785.00
722,0.167362,49.139,0.01875,42.13,67.00,785.00
723,0.0375357,46.763,0.0132813,42.20,67.00,785.00
724,0.324228,29.560,0.204297,42.80,67.00,788.00
725,0.248069,22.355,0.26875,43.13,67.00,788.00
726,0.252557,24.500,0.155469,42.89,67.00,788.00
727,0.153163,24.183,0.0503906,42.89,67.00,788.00
728,0.190529,21.276,0.0710937,43.03,67.00,788.00
729,0.521351,46.378,0.230078,42.94,67.00,788.00
730,0.198763,23.401,0.126172,42.96,67.00,788.00
731,0.0937366,27.028,0.0835938,43.10,67.00,788.00
732,0.459005,44.176,0.118359,43.01,67.00,785.00
733,0.120664,29.870,0.0992188,42.85,67.00,785.00
734,0.373418,27.424,0.167188,42.94,67.00,785.00
735,0.171206,41.360,0.184766,42.82,67.00,785.00
736,0.330914,37.846,0.148828,42.87,67.00,785.00
737,0.154768,24.823,0.075,42.94,67.00,785.00
738,0.589487,47.182,0.302344,42.89,67.00,785.00
739,0.186422,45.040,0.240625,42.87,68.00,792.00
740,0.298308,26.245,1.1332,42.75,68.00,792.00
741,0.0610886,26.834,0.151172,42.73,68.00,792.00
742,0.220932,25.533,0.30625,42.87,68.00,792.00
743,0.043045,26.214,0.0738281,43.00,68.00,792.00
744,0.409633,32.224,0.1,42.98,68.00,792.00
745,0.0904808,27.075,0.0230469,43.13,68.00,792.00
746,0.210433,35.290,0,43.02,67.00,784.00
747,0.401169,40.836,0,42.94,67.00,784.00
748,0.171669,42.484,1.05547,42.77,67.00,784.00
749,0.19724,41.880,0.331641,42.73,67.00,784.00
750,0.232283,29.766,0.136719,42.82,67.00,784.00
751,0.0929756,26.999,0.154297,43.00,67.00,784.00
752,0.488436,45.190,0.28125,43.01,67.00,784.00
753,0.26505,31.917,0.214063,43.05,67.00,784.00
754,0.37998,24.348,0.191797,43.09,67.00,784.00
755,0.287324,30.000,0.192969,42.97,67.00,784.00
756,0.078723,26.265,0.583984,43.00,67.00,784.00
757,0.211026,28.015,0.153516,42.79,67.00,784.00
758,0.222366,45.442,0.166016,42.69,67.00,784.00
759,0.164137,28.979,0.142578,42.86,67.00,784.00
760,0.328712,27.684,0.223438,42.96,67.00,784.00
761,0.237996,25.016,0.106641,43.11,67.00,784.00
762,0.0463371,29.648,0.173438,43.04,67.00,789.00
763,0.178368,42.503,0.257812,42.78,67.00,789.00
764,0.333138,37.698,0.39375,42.76,67.00,789.00
765,0.295387,41.047,0.23125,42.72,67.00,789.00
766,0.314098,31.179,0.11875,42.94,67.00,789.00
767,0.249313,31.549,0.205469,43.09,67.00,789.00
768,0.282022,33.797,0,42.91,67.00,789.00
769,0.166196,39.417,0.0242188,43.02,67.00,789.00
770,0.26502,43.728,0.0375,43.03,67.00,784.00
771,0.187216,41.296,0,42.79,67.00,784.00
772,0.228647,39.437,0,42.87,67.00,784.00
773,0.346174,44.444,0.00976562,42.79,67.00,784.00
774,0.357331,42.366,0.510938,43.04,67.00,784.00
775,0.226918,45.259,0,42.99,67.00,784.00
776,0.246853,49.098,0,42.89,68.00,787.00
777,0.0933952,26.613,0,42.59,68.00,787.00
778,0.144358,30.443,0.119531,42.63,68.00,787.00
779,0.233377,34.042,0.147266,42.51,68.00,787.00
780,0.22845,42.817,0.1625,42.63,68.00,787.00
781,0.128786,44.264,0.115234,42.61,68.00,787.00
782,0.222901,44.018,0.307813,42.39,68.00,787.00
783,0.249254,38.108,0.285938,42.35,68.00,789.00
784,0.420959,42.687,0.306641,42.25,68.00,789.00
785,0.427264,27.861,0.113281,42.65,68.00,789.00
786,0.487985,41.776,0.223438,42.53,68.00,789.00
787,0.278604,34.314,0.0914063,42.71,68.00,789.00
788,0.0796719,23.873,0.104688,42.64,68.00,789.00
789,0.432952,43.695,0.321094,42.45,68.00,789.00
790,0.151432,23.452,0.135547,42.43,67.00,785.00
791,0.0838346,23.431,0.121875,42.50,67.00,785.00
792,0.230869,26.081,0.214453,42.57,67.00,785.00
793,0.294014,43.279,0.1875,42.67,67.00,785.00
794,0.0942249,20.559,0.0789063,42.51,67.00,785.00
795,0.51051,40.321,0.141797,42.45,67.00,785.00
796,0.0331669,26.061,0.0640625,42.75,67.00,785.00
797,0.128978,28.673,0.0394531,42.55,67.00,785.00
798,0.38944,40.106,0,42.54,67.00,785.00
799,0.174979,34.329,0,42.42,67.00,785.00
800,0.243732,38.169,0.158594,42.37,67.00,785.00
801,0.39489,44.848,0.0863281,42.54,67.00,785.00
802,0.0540142,25.827,0.0636719,42.69,67.00,785.00
803,0.245835,47.003,0.330469,42.60,67.00,785.00
804,0.316965,31.821,0.2875,42.21,67.00,785.00
805,0.130693,38.131,0.18125,42.41,67.00,785.00
806,0.0246792,16.965,0.0230469,42.56,68.00,785.00
807,0.0896645,25.576,0.0660156,42.61,68.00,785.00
808,0.344646,40.459,0.239063,42.60,68.00,785.00
809,0.495011,42.934,0.709375,42.43,68.00,785.00
810,0.308268,32.032,0.179297,42.59,68.00,785.00
811,0.0867748,21.781,0.0695313,42.50,68.00,785.00
812,0.173242,44.362,0.159375,42.51,68.00,785.00
813,0.249577,29.098,0.198047,42.56,68.00,785.00
814,0.539136,42.787,0.412891,42.54,68.00,786.00
815,0.768841,44.302,0.258203,42.38,68.00,786.00
816,0.214147,37.941,0.220703,42.38,68.00,786.00
817,0.0909481,22.448,0.152734,42.53,68.00,786.00
818,0.292209,40.687,0.814844,42.41,68.00,786.00
819,0.199854,29.539,0.553906,42.26,68.00,786.00
820,0.436607,42.428,0.238281,42.48,68.00,786.00
821,0.0577555,31.589,0.153516,42.64,68.00,791.00
822,0.0330648,28.325,0.0964844,42.59,68.00,791.00
823,0.2025,27.413,0.107031,42.65,68.00,791.00
824,0.482273,42.926,0.0742188,42.50,68.00,791.00
825,0.23555,36.528,0,42.60,68.00,791.00
826,0.170506,28.311,0.00742188,42.65,68.00,791.00
827,0.20396,18.832,0.0367188,42.55,68.00,788.00
828,0.715886,49.321,0.0796875,42.68,68.00,788.00
829,0.428236,44.959,0,42.51,68.00,788.00
830,0.0472927,30.799,2.24883,42.64,68.00,788.00
831,0.336268,35.661,0.0273438,42.67,68.00,788.00
832,0.0411921,43.158,0.470313,42.46,68.00,788.00
833,0.212104,43.371,0.741406,42.62,68.00,788.00
834,0.071969,43.902,0.213281,42.54,68.00,791.00
835,0.141061,45.876,0.408203,42.41,68.00,791.00
836,0.205473,27.767,0.0808594,42.53,68.00,791.00
837,0.166756,47.522,0.216797,42.58,68.00,791.00
838,0.214663,38.114,0.661719,42.13,68.00,791.00
839,0.178792,28.515,0.123047,42.52,68.00,791.00
840,0.104344,48.832,0.276172,42.70,68.00,791.00
841,0.502459,49.677,0.310547,42.53,68.00,791.00
842,0.2686,31.527,0.25625,42.46,68.00,789.00
843,0.272485,41.877,0.178516,42.37,68.00,789.00
844,0.278763,41.678,0.198828,42.52,68.00,789.00
845,0.3529,47.134,0.355859,42.46,68.00,789.00
846,0.187799,33.201,0.110938,42.83,68.00,789.00
847,0.310548,42.974,0.138672,42.54,68.00,789.00
848,0.294926,24.748,0.983984,42.58,68.00,788.00
849,0.354221,43.430,0.248828,42.51,68.00,788.00
850,0.149323,40.120,0.160547,42.68,68.00,788.00
851,0.428199,43.365,0.0792969,42.51,68.00,788.00
852,0.291416,35.685,0.0722656,42.56,68.00,788.00
853,0.237587,32.260,0.0636719,42.65,68.00,788.00
854,0.146437,41.106,0,42.53,68.00,788.00
855,0.239357,46.021,0.00703125,42.57,68.00,788.00
856,0.337461,47.892,0.0355469,42.69,68.00,791.00
857,0.258409,46.526,1.72578,42.50,68.00,791.00
858,0.0929289,27.817,0.121484,42.39,68.00,791.00
859,0.161893,31.087,0.147656,42.56,68.00,791.00
860,0.328282,44.941,0.167578,42.62,68.00,791.00
861,0.242775,33.147,0.137109,42.66,68.00,791.00
862,0.377208,44.731,0.255078,42.67,68.00,791.00
863,0.399956,38.193,0.159766,42.67,68.00,786.00
864,0.0975189,30.417,0.144922,42.71,68.00,786.00
865,0.391756,36.302,0.250391,42.53,68.00,786.00
866,0.288567,36.456,0.178906,42.61,68.00,786.00
867,0.123276,42.953,0.317188,42.50,68.00,786.00
868,0.270562,35.837,0.127344,42.73,68.00,786.00
869,0.278955,44.512,0.323438,42.48,68.00,786.00
870,0.218712,30.364,0.250781,42.74,68.00,786.00
871,0.317877,31.521,0.241797,42.45,68.00,786.00
872,0.385039,39.670,0.226562,42.47,68.00,786.00
873,0.0433779,27.047,0.08125,42.58,68.00,786.00
874,0.226381,34.670,0.0296875,42.46,68.00,786.00
875,0.210656,28.525,0.422656,42.77,68.00,786.00
876,0.32774,52.058,0.0722656,42.56,68.00,786.00
877,0.116661,47.450,0,42.58,68.00,786.00
878,0.263351,46.594,0.0265625,42.66,68.00,786.00
879,0.21847,37.882,0.0464844,42.61,68.00,786.00
880,0.601571,46.301,0.078125,42.59,68.00,786.00
881,0.445361,44.346,0,42.52,68.00,786.00
882,0.0594883,48.873,0,42.65,68.00,786.00
883,0.341569,47.937,0.0078125,42.63,68.00,786.00
884,0.202148,27.137,0.0238281,42.67,68.00,786.00
885,0.236701,48.940,0,42.66,68.00,792.00
886,0.465376,50.598,0.06875,42.55,68.00,792.00
887,0.144345,32.295,0,42.71,68.00,792.00
888,0.147767,27.926,0.801563,42.57,68.00,792.00
889,0.122076,35.961,0.227344,42.47,68.00,792.00
890,0.185301,37.202,0.282813,42.48,68.00,792.00
891,0.273984,24.771,0.157813,42.72,68.00,792.00
892,0.259651,29.094,0.0871094,42.64,68.00,793.00
893,0.450935,49.468,0.239063,42.50,68.00,793.00
894,0.154166,34.060,0.129688,42.62,68.00,793.00
895,0.18609,25.063,0.149219,42.74,68.00,793.00
896,0.646063,45.833,0.30625,42.52,68.00,793.00
897,0.167852,42.532,0.169922,42.56,68.00,793.00
898,0.270062,41.729,0.296094,42.51,68.00,793.00
899,0.433553,45.380,0.234375,42.51,68.00,793.00
900,0.21192,31.536,0.251172,42.76,67.00,791.00
901,0.236415,21.522,0.0980469,42.60,67.00,791.00
902,0.323888,43.806,0.277734,42.59,67.00,791.00
903,0.440661,45.442,0.698047,42.66,67.00,791.00
904,0.208043,30.409,0.146094,42.60,67.00,791.00
905,0.124198,11.257,0.888281,42.74,67.00,791.00
906,0.236403,48.412,0,42.58,67.00,791.00
907,0.0305862,26.759,0,42.79,67.00,794.00
908,0.203815,30.689,0.0261719,42.67,67.00,794.00
909,0.238899,45.679,0,42.59,67.00,794.00
910,0.279104,48.148,0.254297,42.69,67.00,794.00
911,0.0984058,38.159,0.163672,42.53,67.00,794.00
912,0.330231,43.567,0.185938,42.57,67.00,794.00
913,0.326723,36.730,0.188281,42.35,67.00,794.00
914,0.162127,38.805,0.152344,42.29,68.00,791.00
915,0.0978432,30.242,0.152344,42.47,68.00,791.00
916,0.328898,27.665,0.157031,42.43,68.00,791.00
917,0.511501,43.558,0.2375,42.49,68.00,791.00
918,0.0915661,27.166,0.111719,42.83,68.00,791.00
919,0.313807,31.930,0.110156,42.53,68.00,791.00
920,0.15653,45.720,0.336719,42.60,68.00,791.00
921,0.398696,35.756,0.271484,42.45,68.00,791.00
922,0.0404501,30.754,0.0566406,42.66,67.00,791.00
923,0.212078,26.636,0.00117188,42.69,67.00,791.00
924,0.432313,42.784,0.210156,42.58,67.00,791.00
925,0.397285,45.472,0.390625,42.60,67.00,791.00
926,0.243454,31.880,0.178125,42.54,67.00,791.00
927,0.330947,28.701,0.503516,42.62,67.00,791.00
928,0.199329,24.329,0.0878906,42.82,68.00,791.00
929,0.382959,39.663,0.166797,42.76,68.00,791.00
930,0.358011,46.111,0.245703,42.57,68.00,791.00
931,0.297137,43.672,0,42.46,68.00,791.00
932,0.363785,47.279,0.0539063,42.53,68.00,791.00
933,0.170923,42.084,0.0253906,42.64,68.00,791.00
934,0.3543,30.731,0.0351562,42.56,68.00,791.00
935,0.289723,51.708,0,42.78,68.00,791.00
936,0.216705,29.728,0,42.80,68.00,792.00
937,0.457868,46.354,0.0277344,42.61,68.00,792.00
938,0.356114,43.554,0.0503906,42.66,68.00,792.00
939,0.228024,39.308,0,42.59,68.00,792.00
940,0.541493,47.078,0.292969,42.52,68.00,792.00
941,0.35608,45.430,0,42.59,68.00,792.00
942,0.414967,47.218,0.00898438,42.56,68.00,792.00
943,0.132872,56.504,0.0277344,42.71,68.00,794.00
944,0.24254,23.653,0.0335937,42.83,67.00,794.00
945,0.281615,46.860,3.66523,42.62,67.00,794.00
946,0.262672,35.654,0.146875,42.58,67.00,794.00
947,0.111003,42.168,0.360547,42.48,67.00,794.00
948,0.326729,33.101,0.125,42.58,67.00,794.00
949,0.413655,27.508,0.671484,42.68,67.00,791.00
950,0.342929,35.969,0.175781,42.74,67.00,791.00
951,0.490131,48.374,0.382812,42.62,67.00,791.00
952,0.568744,42.916,0.200391,42.58,67.00,791.00
953,0.228579,41.952,0.271094,42.38,67.00,791.00
954,0.215075,39.171,0.220703,42.25,67.00,791.00
955,0.50912,44.489,0.162891,42.49,67.00,791.00
956,0.317682,47.146,0.321094,42.72,68.00,791.00
957,0.117331,47.951,0.132031,42.62,68.00,791.00
958,0.52734,34.387,0.286719,42.74,68.00,791.00
959,0.209954,30.629,0.102734,42.73,68.00,791.00
960,0.149491,25.577,0.0429688,42.74,68.00,791.00
961,0.17626,43.503,0.415625,42.52,68.00,791.00
962,0.205515,21.968,0.112109,42.64,68.00,791.00
963,0.357347,35.804,0.173047,42.66,68.00,791.00
964,0.392905,21.640,0.0984375,42.57,68.00,796.00
965,0.265641,31.290,0.146094,42.60,68.00,796.00
966,0.288259,43.952,0.186719,42.61,68.00,796.00
967,0.0697088,11.750,0.025,42.41,68.00,796.00
968,0.0402813,28.152,0.125781,42.68,68.00,796.00
969,0.462208,38.205,0.211328,42.38,68.00,796.00
970,0.169151,31.568,0.0972656,42.62,68.00,796.00
971,0.511849,49.534,0.202344,42.70,68.00,795.00
972,0.100968,28.921,0.134375,42.84,68.00,795.00
973,0.245003,29.193,0.38125,42.64,68.00,795.00
974,0.465775,48.083,0.271484,42.52,68.00,795.00
975,0.148136,29.727,0.0320313,42.51,68.00,795.00
976,0.236691,29.351,0.201172,42.72,68.00,795.00
977,0.525837,34.412,0.231641,42.38,68.00,795.00
978,0.131574,44.350,0.237109,42.56,68.00,795.00
979,0.0512381,23.419,0,42.73,68.00,804.00
980,0.398857,47.087,0,42.70,68.00,804.00
