Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/hotelReservation/recommendation,9643,0,44,81.48366690863838,21,7703,50.19724152234782,5.358317878778372,0.0,44,71,78,82,96,210,450,520,5200,7700,7700
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/hotelReservation/reservation,129,0,33,158.54263565891472,22,5875,20.0,0.07168132389945142,0.0,33,36,38,40,49,74,4900,5000,5900,5900,5900
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/hotelReservation/search,8485,0,290,373.66682380671773,187,19105,46.681319976428995,4.714852971215855,0.0,290,320,340,360,540,720,800,1100,6000,19000,19000
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/hotelReservation/user,114,0,51,463.96491228070175,28,6756,39.0,0.0633462862367245,0.0,51,56,63,74,450,4900,5900,6000,6800,6800,6800
,Aggregated,18371,0,110,219.34864732458766,21,19105,48.29181862718415,10.208198460130403,0.0,110,270,300,310,370,540,740,820,5900,17000,19000
