function_name,duration,memory,input,output
image,4.9958882331848145,2048,1,0.44496917724609375
image,0.3830599784851074,2048,16,0.17670607566833496
image,0.6820144653320312,2048,32,0.1815950870513916
image,0.3560755252838135,2048,126,0.1931624412536621
image,0.6305255889892578,2048,256,0.18745112419128418
image,0.3785710334777832,2048,512,0.18332648277282715
image,0.620847225189209,2048,1024,0.1927495002746582
image,0.5399096012115479,2048,2048,0.16977930068969727
image,0.5826935768127441,2048,3072,0.19332671165466309
image,0.5818202495574951,2048,4096,0.1899423599243164
image,0.30133485794067383,2048,1,0.151123046875
image,0.3497767448425293,2048,16,0.15622329711914062
image,0.6206953525543213,2048,32,0.1462116241455078
image,0.5604751110076904,2048,126,0.1546921730041504
image,0.574176549911499,2048,256,0.16368389129638672
image,0.34606027603149414,2048,512,0.17196416854858398
image,0.6007616519927979,2048,1024,0.18472623825073242
image,0.3321216106414795,2048,2048,0.18652963638305664
image,1.4807746410369873,2048,3072,0.1465435028076172
image,0.5772650241851807,2048,4096,0.16222906112670898
image,3.613722324371338,2048,1,0.15932464599609375
image,0.2935316562652588,2048,16,0.14185190200805664
image,0.5772738456726074,2048,32,0.16080403327941895
image,0.33327436447143555,2048,126,0.14650344848632812
image,0.561744213104248,2048,256,0.17325735092163086
image,0.3228647708892822,2048,512,0.15720701217651367
image,0.5918641090393066,2048,1024,0.1541135311126709
image,0.5642178058624268,2048,2048,0.16863346099853516
image,0.5815689563751221,2048,3072,0.15970301628112793
image,0.5569798946380615,2048,4096,0.15026330947875977
image,0.570793867111206,2048,1,0.1398618221282959
image,0.5096805095672607,2048,16,0.14896440505981445
image,0.5523152351379395,2048,32,0.14259862899780273
image,0.35216236114501953,2048,126,0.17850708961486816
image,0.306164026260376,2048,256,0.15968966484069824
image,0.9542374610900879,2048,512,0.14969348907470703
image,0.571364164352417,2048,1024,0.14664459228515625
image,1.0357635021209717,2048,2048,0.1447763442993164
image,0.5791301727294922,2048,3072,0.15703296661376953
image,0.5222599506378174,2048,4096,0.1495838165283203
image,0.3425140380859375,2048,1,0.1566152572631836
image,0.5781459808349609,2048,16,0.13692545890808105
image,0.53328537940979,2048,32,0.14255094528198242
image,0.5389201641082764,2048,126,0.14770102500915527
image,0.7899799346923828,2048,256,0.14458346366882324
image,0.5477972030639648,2048,512,0.151017427444458
image,0.5560381412506104,2048,1024,0.15052556991577148
image,0.9496731758117676,2048,2048,0.14558172225952148
image,0.33807945251464844,2048,3072,0.15101957321166992
image,0.6022725105285645,2048,4096,0.14791345596313477
image,3.836646318435669,2048,1,0.1491093635559082
image,0.31207728385925293,2048,16,0.14657330513000488
image,0.5598840713500977,2048,32,0.13695335388183594
image,0.9822268486022949,2048,126,0.13254332542419434
image,0.2909209728240967,2048,256,0.14577174186706543
image,1.4634475708007812,2048,512,0.14668560028076172
image,0.5505430698394775,2048,1024,0.14829301834106445
image,0.5599167346954346,2048,2048,0.1432054042816162
image,0.5647449493408203,2048,3072,0.16972970962524414
image,0.9884829521179199,2048,4096,0.15251636505126953
image,0.3108031749725342,2048,1,0.15157437324523926
image,0.27887845039367676,2048,16,0.12708473205566406
image,0.3092496395111084,2048,32,0.15087532997131348
image,0.2684612274169922,2048,126,0.1419060230255127
image,0.3144948482513428,2048,256,0.14791369438171387
image,0.29569125175476074,2048,512,0.15785932540893555
image,0.28950929641723633,2048,1024,0.14237475395202637
image,0.5556349754333496,2048,2048,0.14930224418640137
image,0.5181448459625244,2048,3072,0.14579463005065918
image,0.552354097366333,2048,4096,0.13502740859985352
image,0.5734188556671143,2048,1,0.1467580795288086
image,0.5742509365081787,2048,16,0.15727567672729492
image,0.3579902648925781,2048,32,0.17421698570251465
image,0.3224475383758545,2048,126,0.14504623413085938
image,0.788010835647583,2048,256,0.13626337051391602
image,0.2918686866760254,2048,512,0.14940190315246582
image,0.5847883224487305,2048,1024,0.15120816230773926
image,0.33505892753601074,2048,2048,0.1499619483947754
image,0.5616796016693115,2048,3072,0.14793992042541504
image,1.0812878608703613,2048,4096,0.15060091018676758
image,0.5412478446960449,2048,1,0.14915108680725098
image,0.28342580795288086,2048,16,0.14034485816955566
image,0.3128359317779541,2048,32,0.1483004093170166
image,0.5715148448944092,2048,126,0.1344740390777588
image,0.31473779678344727,2048,256,0.15056133270263672
image,0.527928352355957,2048,512,0.15049958229064941
image,0.2680552005767822,2048,1024,0.1469862461090088
image,0.267897367477417,2048,2048,0.12606334686279297
image,0.5963637828826904,2048,3072,0.14895248413085938
image,0.30550360679626465,2048,4096,0.15009737014770508
image,3.586197853088379,2048,1,0.1453392505645752
image,0.8395285606384277,2048,16,0.43951892852783203
image,0.8301243782043457,2048,32,0.4498472213745117
image,0.6116030216217041,2048,126,0.44078922271728516
image,0.8715879917144775,2048,256,0.4425835609436035
image,1.2614872455596924,2048,512,0.4543006420135498
image,0.6187317371368408,2048,1024,0.45360302925109863
image,0.8278625011444092,2048,2048,0.44740962982177734
image,0.5945191383361816,2048,3072,0.45084476470947266
image,0.5816152095794678,2048,4096,0.43500685691833496
