Time(s),Net_Receive(MB/s),CPU_Util(%),Disk_WR(0.1*MB/s),Mem_Util(0.01*MB),StateBridgeMem(Bytes),OWControllerMem(MB)
495,0.301496,27.876,0.040625,28.04,68.00,607.00
496,0.542762,54.097,0.0683594,27.69,68.00,607.00
497,0.105285,42.970,0,27.96,68.00,610.00
498,0.332402,55.466,0.034375,27.68,68.00,610.00
499,0.194076,25.289,0.0375,27.77,68.00,610.00
500,0.274014,56.613,2.59336,27.85,68.00,610.00
501,0.438585,62.894,0,27.75,68.00,610.00
502,0.284883,41.542,0.0570313,27.86,68.00,610.00
503,0.0331774,29.124,0,27.73,68.00,610.00
504,0.332053,55.102,0,27.75,68.00,608.00
505,0.34403,57.418,0,27.83,68.00,608.00
506,0.617014,52.027,0.0304688,27.83,68.00,608.00
507,0.179951,41.222,0.0625,27.99,68.00,608.00
508,0.386674,43.846,0,27.68,68.00,608.00
509,0.284041,58.797,0,27.77,68.00,608.00
510,0.318614,60.886,3.01172,27.70,68.00,608.00
511,0.276569,64.852,0,27.73,68.00,608.00
512,0.180582,37.697,0.0808594,27.78,68.00,608.00
513,0.163856,55.249,0,27.57,68.00,608.00
514,0.43579,49.965,0.00585938,27.60,68.00,608.00
515,0.147382,46.980,0.0460938,27.99,68.00,608.00
516,0.261438,56.840,0.0613281,27.78,68.00,608.00
517,0.0472479,45.940,1.74531,27.80,68.00,608.00
518,0.168031,52.599,0.18125,27.58,68.00,609.00
519,0.264728,53.673,0.23125,27.95,68.00,609.00
520,0.432533,52.578,0.199609,27.69,68.00,609.00
521,0.223301,57.321,0.0320313,27.77,68.00,609.00
522,0.108005,45.342,0.461328,29.11,68.00,609.00
523,0.0206604,40.514,0.0472656,30.30,68.00,609.00
524,0.200925,32.608,0.059375,30.11,68.00,609.00
525,0.398037,56.425,0.223047,28.85,68.00,609.00
526,0.158079,32.736,0.123828,28.76,68.00,609.00
527,0.142904,33.953,0.108984,28.80,68.00,609.00
528,0.272191,41.509,0.208203,28.55,68.00,609.00
529,0.104771,53.289,0.1625,28.74,68.00,609.00
530,0.551485,41.597,0.196484,28.78,68.00,609.00
531,0.170939,53.672,0.226562,27.58,68.00,609.00
532,0.200106,40.070,0.0910156,27.83,68.00,609.00
533,0.50077,56.143,0,27.74,68.00,609.00
534,0.0277338,34.347,0.348828,27.97,68.00,609.00
535,0.566913,58.486,0.0746094,27.84,68.00,609.00
536,0.0901709,40.216,0,27.86,68.00,609.00
537,0.213215,53.293,0,27.42,68.00,609.00
538,0.143586,31.707,0,27.84,68.00,609.00
539,0.342913,65.163,0,27.54,68.00,609.00
540,0.292386,59.601,0.0644531,27.78,68.00,608.00
541,0.278003,58.288,0,27.71,68.00,608.00
542,0.470275,58.895,0,27.57,68.00,608.00
543,0.488461,43.442,0.00976562,27.66,68.00,608.00
544,0.266546,37.961,0.0519531,27.77,68.00,608.00
545,0.0878792,38.991,0,27.80,68.00,608.00
546,0.15211,50.780,0,27.98,68.00,608.00
547,0.213858,54.130,0.0132813,27.74,68.00,608.00
548,0.163696,56.005,0.009375,27.73,68.00,608.00
549,0.372913,44.187,0.0699219,27.69,68.00,608.00
550,0.441232,56.266,0.53125,27.77,68.00,608.00
551,0.492989,35.799,0.0246094,27.99,68.00,608.00
552,0.0247431,34.824,0,27.98,68.00,608.00
553,0.0331564,33.799,0,27.80,68.00,608.00
554,0.367202,17.535,0.0496094,27.88,68.00,606.00
555,0.263318,23.293,3.55859,27.73,68.00,606.00
556,0.0354719,62.362,0.00742188,27.94,68.00,606.00
557,0.19111,34.026,0,27.91,68.00,606.00
558,0.414725,38.461,0.0707031,27.59,68.00,606.00
559,0.343417,42.372,0,27.86,68.00,606.00
560,0.3865,60.249,0,27.68,68.00,606.00
561,0.650832,62.929,0.0761719,27.78,68.00,606.00
562,0.0977287,39.863,0,27.74,68.00,606.00
563,0.037899,32.177,0,27.82,68.00,606.00
564,0.163505,55.026,0,27.63,68.00,606.00
565,0.119599,57.319,0.203516,27.48,68.00,606.00
566,0.487131,37.374,0.457031,27.83,68.00,606.00
567,0.275886,55.128,0,27.69,68.00,606.00
568,0.270705,59.802,0.210547,27.69,68.00,606.00
569,0.0980072,43.225,0.118359,27.39,68.00,606.00
570,0.222912,55.555,0.151172,27.64,68.00,606.00
571,0.262685,43.161,0.130078,27.52,68.00,606.00
572,0.341668,58.916,0.0398438,27.73,68.00,606.00
573,0.215665,56.611,0.175,27.70,68.00,606.00
574,0.528827,35.709,0.214453,27.83,68.00,606.00
575,0.581341,35.620,0.245313,27.80,68.00,606.00
576,0.162466,53.369,0.0242188,27.72,68.00,606.00
577,0.271163,37.759,0.341016,27.63,68.00,606.00
578,0.121525,49.127,0.162891,27.56,68.00,606.00
579,0.574811,53.994,0.229297,27.61,68.00,606.00
580,0.264156,56.062,0.262109,27.66,68.00,606.00
581,0.420463,46.070,2.20664,28.21,68.00,606.00
582,0.28519,60.358,0.228125,27.97,68.00,606.00
583,0.210634,61.340,0.0941406,27.71,68.00,606.00
584,0.386271,60.064,0,27.88,68.00,606.00
585,0.227201,54.320,0,27.75,68.00,608.00
586,0.0276375,22.632,1.06484,27.91,68.00,608.00
587,0.141253,34.810,0.0515625,27.87,68.00,608.00
588,0.460482,56.158,0.0464844,27.82,68.00,608.00
589,0.150915,37.302,0.040625,27.87,68.00,608.00
590,0.0902519,34.420,0,27.87,68.00,608.00
591,0.697636,58.684,0.0835938,27.96,68.00,608.00
592,0.230158,64.171,0.000390625,27.94,68.00,608.00
593,0.10066,40.462,0,28.00,68.00,611.00
594,0.351418,55.299,0.00820313,27.82,68.00,611.00
595,0.388622,58.695,0.0554688,27.53,68.00,611.00
596,0.111645,58.039,0,27.84,68.00,611.00
597,0.210938,37.053,0,27.99,68.00,611.00
598,0.0824642,24.969,0,28.16,68.00,611.00
599,0.531712,57.207,0.0078125,27.92,68.00,611.00
600,0.0554638,54.771,0,27.87,68.00,610.00
601,0.517392,60.962,0.0824219,27.89,68.00,610.00
602,0.045125,34.749,0,27.98,68.00,610.00
603,0.443288,63.144,0,27.94,68.00,610.00
604,0.0314541,36.625,0.00742188,28.10,68.00,610.00
605,0.136633,14.994,0,27.98,68.00,610.00
606,0.282382,29.355,0.138281,27.96,68.00,610.00
607,0.121631,61.480,0.229297,27.91,68.00,610.00
608,0.447279,32.783,0.11875,27.89,68.00,611.00
609,0.584292,49.968,0.203906,27.63,68.00,611.00
610,0.420572,49.540,0.0917969,27.91,68.00,611.00
611,0.329762,60.702,0.229688,27.83,68.00,611.00
612,0.338494,55.717,0.194141,27.78,68.00,611.00
613,0.201623,59.352,0.0914063,27.82,68.00,611.00
614,0.445494,55.236,0.0917969,27.76,68.00,611.00
615,0.112815,59.252,0.142578,27.81,68.00,610.00
616,0.321142,45.873,0.163672,27.83,68.00,610.00
617,0.0446167,53.748,0.152344,27.81,68.00,610.00
618,0.367343,33.517,0.046875,27.87,68.00,610.00
619,0.194696,53.306,0.249219,27.62,68.00,610.00
620,0.106544,53.315,0.167969,27.65,68.00,610.00
621,0.333494,43.989,0.149219,27.66,68.00,610.00
622,0.238337,60.852,2.13281,27.86,68.00,608.00
623,0.447615,34.057,0.0976562,27.96,68.00,608.00
624,0.222992,50.709,0.104297,27.68,68.00,608.00
625,0.25539,34.361,0.764453,27.85,68.00,608.00
626,0.370339,40.638,0.121875,28.15,68.00,608.00
627,0.177886,57.579,0.0683594,27.75,68.00,608.00
628,0.121477,61.783,0,27.82,68.00,608.00
629,0.261446,33.184,0.0570313,27.97,68.00,608.00
630,0.0884447,35.058,0,28.17,68.00,608.00
631,0.605977,51.227,0.0949219,27.85,68.00,608.00
632,0.0573435,53.670,0,27.85,68.00,608.00
633,0.0281763,20.403,1.75391,27.87,68.00,608.00
634,0.328647,51.819,0,27.62,68.00,608.00
635,0.0987005,52.356,0,27.85,68.00,608.00
636,0.561452,53.163,0.0816406,27.78,68.00,608.00
637,0.346707,54.375,0,27.81,68.00,608.00
638,0.181751,57.435,0,27.80,68.00,608.00
639,0.229106,62.644,0.0214844,27.94,68.00,608.00
640,0.0901232,39.554,0,28.16,68.00,608.00
641,0.470923,35.582,2.01758,27.95,68.00,608.00
642,0.31293,37.531,0.05625,27.97,68.00,608.00
643,0.0390053,40.162,0,28.05,68.00,608.00
644,0.277782,58.130,0,27.82,68.00,608.00
645,0.10542,52.564,0.0375,28.96,68.00,607.00
646,0.0289612,64.532,0,28.94,68.00,607.00
647,0.0806599,45.559,0,28.94,68.00,607.00
648,0.304185,45.145,0.0464844,28.00,68.00,607.00
649,0.552573,63.618,0,27.98,68.00,607.00
650,0.0541439,67.292,0,28.01,68.00,607.00
651,0.209825,36.143,0,27.91,68.00,607.00
652,0.15344,37.846,0,28.03,68.00,607.00
653,0.444524,57.394,0,28.08,68.00,608.00
654,0.206204,36.569,0.0015625,28.21,68.00,608.00
655,0.151177,36.246,0,27.98,68.00,608.00
656,0.554284,56.901,0.0960938,27.94,68.00,608.00
657,0.0182314,19.136,0,27.82,68.00,608.00
658,0.218338,38.731,0.0894531,27.94,68.00,608.00
659,0.0229149,37.892,0.0769531,28.13,68.00,608.00
660,0.0912218,40.362,0.0445313,28.06,68.00,608.00
661,0.215636,54.503,0.147266,27.75,68.00,608.00
662,0.382527,37.737,0.128125,27.85,68.00,608.00
663,0.211671,52.331,0.132422,27.73,68.00,608.00
664,0.256454,43.837,0.100391,28.12,68.00,608.00
665,0.0928926,38.146,0.141016,28.02,68.00,608.00
666,0.411021,35.283,0.15,27.78,68.00,608.00
667,0.205262,36.815,0.144141,28.18,68.00,613.00
668,0.275955,64.394,0.240625,27.85,68.00,613.00
669,0.393356,58.690,0.825,27.94,68.00,613.00
670,0.432342,61.049,0.239844,27.95,68.00,613.00
671,0.234198,35.444,0.200781,27.91,68.00,613.00
672,0.0985031,34.323,0.161719,28.13,68.00,613.00
673,0.352903,50.000,0.171484,28.18,68.00,613.00
674,0.274119,59.046,0.143359,27.98,68.00,615.00
675,0.32632,62.264,0,28.10,68.00,615.00
676,0.438646,57.541,0.0558594,29.02,68.00,615.00
677,0.405194,51.268,0.0398438,29.43,68.00,615.00
678,0.206898,54.084,0.0359375,29.07,68.00,615.00
679,0.170582,66.184,0,29.34,68.00,615.00
680,0.159658,59.934,0.0476563,29.41,68.00,615.00
681,0.260519,44.840,0.0691406,29.76,68.00,615.00
682,0.114319,29.823,1.58789,29.59,68.00,612.00
683,0.254971,36.130,0,29.62,68.00,612.00
684,0.203831,38.218,0.320312,29.63,68.00,612.00
685,0.152306,34.782,0,29.36,68.00,612.00
686,0.163982,48.653,0,29.38,68.00,612.00
687,0.0214653,21.919,0,29.47,68.00,612.00
688,0.281999,55.160,0.00898438,29.40,68.00,612.00
689,0.399244,59.461,0.05,28.62,68.00,612.00
690,0.437613,49.842,1.78906,28.66,68.00,612.00
691,0.169202,54.354,0.187891,28.78,68.00,612.00
692,0.449142,57.370,0.853125,28.56,68.00,612.00
693,0.0879307,32.930,0.0832031,28.84,68.00,612.00
694,0.212492,31.875,0.189453,28.65,68.00,612.00
695,0.258594,38.569,0.0867188,28.81,68.00,612.00
696,0.236105,39.934,0.177734,28.70,68.00,612.00
697,0.169756,28.904,0.264844,28.36,68.00,613.00
698,0.264208,38.917,0.114453,28.55,68.00,613.00
699,0.719679,65.279,0.259375,28.48,68.00,613.00
700,0.801415,60.091,0.314844,28.59,68.00,613.00
701,0.16357,61.042,0.229688,28.72,68.00,613.00
702,0.180413,30.063,0.046875,28.77,68.00,613.00
703,0.402933,40.343,0.0472656,28.55,68.00,613.00
704,0.186837,55.270,0.525,28.41,68.00,608.00
705,0.281321,56.738,0.191797,28.52,68.00,608.00
706,0.279696,55.666,0.332422,28.54,68.00,608.00
707,0.376285,59.540,0.19375,28.64,68.00,608.00
708,0.0842113,42.361,0,28.90,68.00,608.00
709,0.0875015,34.467,0,28.82,68.00,608.00
710,0.275765,42.165,0,28.72,68.00,608.00
711,0.0935745,31.918,0.814844,28.98,68.00,612.00
712,0.413872,59.628,0.0140625,28.60,68.00,612.00
713,0.466885,59.439,0.0558594,28.56,68.00,612.00
714,0.257489,44.931,0,28.68,68.00,612.00
715,0.322559,62.084,0,28.68,68.00,612.00
716,0.228776,49.815,0,28.79,68.00,612.00
717,0.0879335,29.974,0.00976562,28.64,68.00,612.00
718,0.232046,38.861,0.0464844,28.79,68.00,610.00
719,0.381129,61.302,0,28.65,68.00,610.00
720,0.231318,61.603,0,28.56,68.00,610.00
721,0.345728,57.802,2.83906,28.49,68.00,610.00
722,0.102695,46.437,0,28.74,68.00,610.00
723,0.225717,64.989,0,28.66,68.00,610.00
724,0.141562,38.529,0,29.12,68.00,610.00
725,0.383008,62.467,0,29.31,68.00,610.00
726,0.218497,62.524,0,29.34,68.00,610.00
727,0.028121,32.694,0.0078125,29.44,68.00,610.00
728,0.336402,42.967,0.0933594,29.45,68.00,610.00
729,0.146688,57.208,0.0214844,29.49,68.00,610.00
730,0.290545,32.222,0.0988281,29.50,68.00,610.00
731,0.2155,58.831,0,28.27,68.00,610.00
732,0.334022,68.219,0.322656,28.14,68.00,610.00
733,0.269693,71.268,0.172656,28.87,68.00,610.00
734,0.481454,54.527,0.217578,28.70,68.00,617.00
735,0.643154,57.647,0.258594,29.06,68.00,617.00
736,0.477041,58.645,0.226953,29.08,68.00,617.00
737,0.204201,38.531,0.104297,29.19,68.00,617.00
738,0.0878611,50.000,0.176563,28.50,68.00,617.00
739,0.594834,51.969,0.254297,28.38,68.00,617.00
740,0.455507,55.113,0.222266,28.42,68.00,617.00
741,0.0909538,30.965,0.0886719,28.33,68.00,611.00
742,0.1068,53.368,0.216797,28.03,68.00,611.00
743,0.118083,39.931,0.139453,28.43,68.00,611.00
744,0.0437202,55.290,0.0992188,28.24,68.00,611.00
745,0.551957,51.818,0.161328,28.29,68.00,611.00
746,0.157624,52.215,0.108984,28.18,68.00,611.00
747,0.333554,63.099,0.253906,28.27,68.00,611.00
748,0.164271,60.497,0.108203,28.16,68.00,611.00
749,0.103142,55.143,0,28.04,68.00,621.00
750,0.221268,56.207,0,28.18,68.00,621.00
751,0.388989,54.336,0,28.14,68.00,621.00
752,0.215017,44.454,0.00859375,28.08,68.00,621.00
753,0.595515,37.673,0.0597656,28.51,68.00,621.00
754,0.0555639,59.702,0,28.19,68.00,621.00
755,0.196615,32.568,0,28.29,68.00,621.00
756,0.337901,43.423,0,28.34,68.00,611.00
757,0.138407,33.375,2.7375,28.25,68.00,611.00
758,0.302457,32.289,0.0269531,28.42,68.00,611.00
759,0.355072,29.300,0.116797,28.34,68.00,611.00
760,0.161545,46.006,0,28.12,68.00,611.00
761,0.263626,57.358,0.0523438,28.14,68.00,611.00
762,0.627867,62.171,0,28.27,68.00,612.00
763,0.582321,61.129,0,28.27,68.00,612.00
764,0.0531378,50.832,2.10664,28.32,68.00,612.00
765,0.271626,61.290,0.0484375,27.92,68.00,612.00
766,0.319997,57.918,0.0773438,28.13,68.00,612.00
767,0.129333,21.948,0,28.20,68.00,612.00
768,0.0269899,26.503,0,28.32,68.00,612.00
769,0.424952,56.306,0.0804688,28.25,68.00,612.00
770,0.0921812,33.807,0.071875,28.16,68.00,612.00
771,0.0388947,20.825,0.059375,27.99,68.00,609.00
772,0.140092,32.323,0.0546875,28.13,68.00,609.00
773,0.209855,49.901,0.141406,27.82,68.00,609.00
774,0.0448399,55.989,0.115234,28.00,68.00,609.00
775,0.421551,43.098,0.307422,28.35,68.00,609.00
776,0.277979,53.532,0.152734,28.20,68.00,609.00
777,0.398376,45.379,0.18125,28.24,68.00,609.00
778,0.29729,48.885,0.109766,27.98,68.00,609.00
779,0.0917072,44.895,0.101953,28.56,68.00,609.00
780,0.72629,56.927,0.301563,28.03,68.00,609.00
781,0.218969,56.086,0.187109,28.22,68.00,609.00
782,0.208554,44.140,0.117578,28.30,68.00,609.00
783,0.281116,58.945,0.132812,28.21,68.00,609.00
784,0.0956573,40.109,0.0445313,28.23,68.00,609.00
785,0.083003,41.538,0.739453,27.84,68.00,609.00
786,0.0270414,37.234,0.021875,28.30,68.00,609.00
787,0.0453186,54.828,0.155859,28.25,68.00,609.00
788,0.1468,38.019,0.541016,28.32,68.00,609.00
789,0.162915,60.737,0.0234375,28.28,68.00,609.00
790,0.46659,43.042,0.605469,29.58,68.00,609.00
791,0.0295076,30.075,0.0316406,29.65,68.00,609.00
792,0.131269,18.958,0,29.38,68.00,609.00
793,0.39068,56.556,0,29.21,68.00,610.00
794,0.512059,58.428,0.0457031,29.28,68.00,610.00
795,0.425822,45.533,1.02227,29.50,68.00,610.00
796,0.369926,61.075,0.0597656,29.40,68.00,610.00
797,0.494671,62.742,0,29.27,68.00,610.00
798,0.105728,43.827,0,29.35,68.00,610.00
799,0.673141,54.252,0.0542969,29.00,68.00,610.00
800,0.212591,39.480,0.18125,29.06,68.00,610.00
801,0.0457668,28.669,0.00898438,28.81,67.00,612.00
802,0.457335,32.300,0.0421875,28.46,67.00,612.00
803,0.0418816,35.504,0.548438,28.25,67.00,612.00
804,0.584011,44.795,0.0800781,28.46,67.00,612.00
805,0.115169,43.769,0.0179688,28.51,67.00,612.00
806,0.108664,60.247,0,28.36,67.00,612.00
807,0.531712,60.651,0.0445313,28.29,67.00,612.00
808,0.0488329,35.185,3.10938,28.56,68.00,608.00
809,0.701622,59.332,0.0847656,28.31,68.00,608.00
810,0.0338173,36.577,0,28.49,68.00,608.00
811,0.148816,40.226,0,28.60,68.00,608.00
812,0.334119,64.892,0,28.44,68.00,608.00
813,0.21017,52.120,0,28.40,68.00,608.00
814,0.297669,38.751,0.0722656,28.56,68.00,608.00
815,0.0960207,35.380,0,28.63,68.00,610.00
816,0.261397,35.538,0.0078125,28.77,68.00,610.00
817,0.364819,27.581,0.114453,28.42,68.00,610.00
818,0.236883,47.424,0.207031,28.51,68.00,610.00
819,0.0929155,39.565,0,28.44,68.00,610.00
820,0.289396,65.164,0.471484,28.37,68.00,610.00
821,0.315128,37.746,0.101562,28.31,68.00,610.00
822,0.291328,61.215,0.190234,28.38,68.00,609.00
823,0.49597,55.156,0.364063,28.43,68.00,609.00
824,0.187974,31.989,0.109766,28.53,68.00,609.00
825,0.392411,54.598,0.120703,28.39,68.00,609.00
826,0.200362,36.739,0.0714844,28.53,68.00,609.00
827,0.541692,63.710,0.194922,28.57,68.00,609.00
828,0.328178,35.518,0.117578,28.59,68.00,609.00
829,0.200734,36.007,0.121484,28.42,68.00,609.00
830,0.0980673,30.972,0.119531,28.59,68.00,609.00
831,0.0339451,31.625,0.546484,28.57,68.00,609.00
832,0.367777,35.384,0.171484,28.47,68.00,609.00
833,0.2579,34.027,0.101953,28.38,68.00,609.00
834,0.337373,63.880,0.155469,28.41,68.00,609.00
835,0.256444,37.632,0.0644531,28.50,68.00,609.00
836,0.223362,54.960,0.155859,28.22,68.00,609.00
837,0.428603,58.640,0.214063,28.21,68.00,609.00
838,0.244525,38.074,0.258203,28.46,68.00,609.00
839,0.166595,61.791,0.154297,28.50,68.00,609.00
840,0.20472,36.734,0,28.43,68.00,609.00
841,0.0263252,28.580,0.0222656,28.60,68.00,609.00
842,0.559818,61.838,0.0515625,28.34,68.00,609.00
843,0.165436,59.473,0,28.55,68.00,609.00
844,0.334685,62.654,0,28.42,68.00,609.00
845,0.150086,43.238,0,28.50,68.00,609.00
846,0.391788,57.603,0,28.42,68.00,609.00
847,0.258317,27.249,0.09375,28.53,68.00,609.00
848,0.246317,48.221,1.53984,28.07,68.00,609.00
849,0.316572,56.310,1.24102,28.48,68.00,609.00
850,0.288007,59.628,0.232422,28.39,68.00,609.00
851,0.268867,40.240,0.133203,28.37,68.00,609.00
852,0.441514,40.076,0.144922,28.46,68.00,609.00
853,0.0594187,58.833,0.173047,28.36,68.00,609.00
854,0.155911,54.329,0.241016,28.51,68.00,609.00
855,0.631062,56.564,0.140625,28.61,68.00,609.00
856,0.203397,39.161,0.090625,28.63,68.00,609.00
857,0.328074,58.154,0.128125,28.47,68.00,609.00
858,0.377958,33.595,0.466016,27.78,68.00,609.00
859,0.289682,35.687,0.0652344,28.63,68.00,609.00
860,0.295693,55.092,0.472266,28.37,68.00,609.00
861,0.0924664,33.860,0.0636719,28.65,68.00,611.00
862,0.438117,43.666,0.138672,28.46,68.00,611.00
863,0.399616,61.136,0.176563,28.29,68.00,611.00
864,0.329753,61.985,0.241797,28.35,68.00,611.00
865,0.0309362,35.705,0.775781,28.53,68.00,611.00
866,0.380173,32.202,0.151953,28.25,68.00,611.00
867,0.059166,41.279,0.0453125,28.35,68.00,611.00
868,0.393925,50.580,0.0570313,29.78,68.00,609.00
869,0.151765,63.188,0,29.58,68.00,609.00
870,0.022891,53.281,0,30.07,68.00,609.00
871,0.0263262,55.476,0,30.01,68.00,609.00
872,0.0920219,40.165,0,28.75,68.00,609.00
873,0.20424,15.987,0.0589844,28.76,68.00,609.00
874,0.144072,37.996,0,28.64,68.00,609.00
875,0.433676,47.609,0.0800781,28.35,68.00,609.00
876,0.103782,56.653,0,28.46,68.00,609.00
877,0.171217,64.408,0.0078125,28.43,68.00,609.00
878,0.412452,62.799,2.44844,28.26,68.00,609.00
879,0.344132,63.193,0,28.44,68.00,609.00
880,0.439516,63.449,0.401563,28.45,68.00,609.00
881,0.432933,65.966,0,28.61,68.00,609.00
882,0.0795631,40.086,0.0273438,28.66,68.00,609.00
883,0.532594,59.293,0.0574219,28.32,68.00,609.00
884,0.0507669,60.529,0,28.40,68.00,609.00
885,0.262097,41.997,0,28.49,68.00,609.00
886,0.417288,58.776,0.0496094,28.54,68.00,609.00
887,0.21577,65.122,0,28.52,68.00,609.00
888,0.368505,28.711,0,28.51,68.00,609.00
889,0.218326,61.168,0,28.65,68.00,609.00
890,0.458398,44.484,0.0835938,28.48,68.00,609.00
891,0.0877562,34.047,0,28.71,68.00,610.00
892,0.257977,41.682,0,28.84,68.00,610.00
893,0.16412,53.005,0,28.49,68.00,610.00
894,0.680796,61.265,0.0910156,28.52,68.00,610.00
895,0.312662,34.728,0.0996094,28.57,68.00,610.00
896,0.0977316,35.691,0.0808594,28.43,68.00,610.00
897,0.233757,55.641,0.0601563,28.48,68.00,610.00
898,0.31319,35.659,0.0820312,28.56,68.00,610.00
899,0.284409,45.814,1.28594,27.84,68.00,610.00
900,0.335566,55.697,0,28.16,68.00,610.00
901,0.0984278,59.167,0,28.39,68.00,610.00
902,0.210608,40.178,0.100781,28.42,68.00,610.00
903,0.187748,24.150,0.255078,28.46,68.00,610.00
904,0.357614,62.919,0.270313,27.91,68.00,610.00
905,0.328217,48.036,0.138281,28.36,68.00,610.00
906,0.0397348,36.639,0.0921875,28.54,68.00,612.00
907,0.0525894,55.591,0.145313,28.45,68.00,612.00
908,0.653559,57.720,0.165625,28.45,68.00,612.00
909,0.666455,62.242,0.0210938,28.60,68.00,612.00
910,0.315618,55.696,0.191797,29.26,68.00,612.00
911,0.248761,25.185,0.485938,29.35,68.00,612.00
912,0.151213,34.942,0.0601563,29.40,68.00,612.00
913,0.250899,36.034,0.112109,29.50,68.00,611.00
914,0.283031,53.663,0.139063,29.43,68.00,611.00
915,0.0897093,36.190,0.09375,29.80,68.00,611.00
916,0.207832,47.023,0.123828,29.87,68.00,611.00
917,0.50087,53.861,0.629688,29.52,68.00,611.00
918,0.0994825,56.717,0,29.95,68.00,611.00
919,0.656794,41.143,0,29.91,68.00,611.00
920,0.0803051,13.799,0,30.30,68.00,611.00
921,0.494025,62.580,0.00820313,29.97,68.00,611.00
922,0.494019,36.926,0.0617188,30.03,68.00,611.00
923,0.353843,61.464,0.596875,29.89,68.00,611.00
924,0.271756,66.323,0,29.98,68.00,611.00
925,0.366076,35.083,0.248828,29.95,68.00,611.00
926,0.507685,62.726,0.00859375,29.76,68.00,611.00
927,0.0446653,46.881,0,29.67,68.00,610.00
928,0.588583,60.556,0.0886719,29.69,68.00,610.00
929,0.217917,62.839,0,29.92,68.00,610.00
930,0.149142,51.333,0,29.98,68.00,610.00
931,0.167933,59.909,0,29.66,68.00,610.00
932,0.145016,31.426,0,28.43,68.00,610.00
933,0.314621,38.552,0.0898438,28.48,68.00,610.00
934,0.205338,35.645,0,28.55,68.00,611.00
935,0.205001,41.553,0,28.74,68.00,611.00
936,0.109623,60.514,0.0402344,28.53,68.00,611.00
937,0.435175,66.089,0.0328125,28.54,68.00,611.00
938,0.307696,34.441,0.028125,28.56,68.00,611.00
939,0.204642,41.823,0,28.44,68.00,611.00
940,0.352229,56.755,0.0507812,28.22,68.00,611.00
941,0.0397491,62.044,0,28.34,68.00,616.00
942,0.678782,63.003,0.144141,28.86,68.00,616.00
943,0.133035,38.906,0.0445313,28.86,68.00,616.00
944,0.183887,26.270,0.0457031,28.79,68.00,616.00
945,0.0771255,38.003,0.0292969,28.86,68.00,616.00
946,0.435232,67.193,0.518359,29.29,68.00,616.00
947,0.377511,57.722,0.260547,29.34,68.00,616.00
948,0.0839205,22.133,0,29.43,68.00,616.00
949,0.342513,62.646,0.294531,29.70,68.00,610.00
950,0.355855,61.960,0.233594,29.65,68.00,610.00
951,0.270004,64.173,0.146484,28.96,68.00,610.00
952,0.0692625,56.362,0.151172,28.71,68.00,610.00
953,0.109874,58.327,0.169141,28.61,68.00,610.00
954,0.101399,46.525,0.128516,28.63,68.00,610.00
955,0.417174,38.136,0.167969,28.60,68.00,610.00
956,0.11529,42.745,0.165234,28.19,68.00,608.00
957,0.20517,44.562,1.46094,28.07,68.00,608.00
958,0.284283,59.320,0,28.52,68.00,608.00
959,0.0983353,47.385,0,28.59,68.00,608.00
960,0.590394,61.041,0.0421875,28.63,68.00,608.00
961,0.19599,36.673,0.059375,28.74,68.00,608.00
962,0.56617,50.355,0.000390625,28.76,68.00,606.00
963,0.164049,45.072,0,28.75,68.00,606.00
964,0.390534,56.609,0.0703125,28.66,68.00,606.00
965,0.380907,57.415,0.0203125,28.57,68.00,606.00
966,0.163854,57.539,2.47227,28.31,68.00,606.00
967,0.197154,45.437,0.114844,28.66,68.00,606.00
968,0.553348,59.745,0.238281,28.39,68.00,606.00
969,0.663621,61.597,0.331641,28.54,68.00,607.00
970,0.392355,60.222,0.372266,28.64,68.00,607.00
971,0.291567,34.637,0.681641,28.76,68.00,607.00
972,0.125442,62.668,0.135156,28.71,68.00,607.00
973,0.396725,62.257,0.430469,28.54,68.00,607.00
974,0.0927582,55.676,0.239063,28.41,68.00,607.00
975,0.261909,32.786,0.0757813,28.96,68.00,607.00
976,0.427505,43.714,0.169141,28.58,68.00,608.00
977,0.095623,36.060,0.107031,28.76,68.00,608.00
978,0.199256,24.766,0.58125,28.69,68.00,608.00
979,0.0967627,35.227,0.0875,28.71,68.00,608.00
980,0.394332,60.390,0.208594,28.68,68.00,608.00
981,0.282677,66.709,0.189453,28.74,68.00,608.00
982,0.0307693,38.544,0.0664062,28.77,68.00,608.00
983,0.267919,37.181,0.147656,28.67,68.00,608.00
984,0.170567,62.342,0.178125,28.72,68.00,608.00
985,0.322038,19.975,0.0832031,28.71,68.00,608.00
986,0.117545,61.139,0.489844,28.49,68.00,608.00
987,0.208274,53.221,0.0347656,28.68,68.00,608.00
988,0.28482,55.605,0,28.51,68.00,608.00
989,0.285492,56.826,0,28.80,68.00,608.00
990,0.0322533,37.288,0,28.77,68.00,608.00
991,0.275157,62.676,0.000390625,28.67,68.00,608.00
992,0.202692,35.877,0,28.59,68.00,608.00
993,0.524217,36.855,0.111719,28.91,68.00,608.00
994,0.846906,51.047,0.101562,28.62,68.00,608.00
995,0.101191,56.496,0.0277344,28.74,68.00,608.00
996,0.284803,66.345,0,28.86,68.00,608.00
997,0.260703,37.931,0,28.92,68.00,608.00
998,0.41331,62.774,0.0550781,28.79,68.00,608.00
999,0.204125,33.060,0,29.14,68.00,608.00
