Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/MLWorkflow/decision_tree,8607,0,42,62.66515626815383,20,7871,73.0,4.784675197524327,0.0,42,47,51,55,73,150,350,440,560,7900,7900
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/MLWorkflow/feature_transform,8608,0,35,41.27753252788104,18,5855,178.80750464684016,4.785231102624539,0.0,35,39,41,44,53,66,83,96,510,5900,5900
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/MLWorkflow/linear_regression,8612,0,38,54.72666047375755,18,7612,157.65536460752438,4.7874547230253865,0.0,38,42,46,49,63,89,330,450,560,7600,7600
POST,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/MLWorkflow/rule_match,8611,0,35,41.46788990825688,17,5091,57.7132737196609,4.786898817925175,0.0,35,38,41,44,54,66,87,110,520,5100,5100
GET,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/predict-pipeline/sequence,1469,0,1000,1230.4840027229409,706,34661,134.0,0.816624592211367,0.0,1000,1200,1300,1400,1700,1900,2100,2300,26000,35000,35000
GET,/api/23bc46b1-71f6-4ed5-8c54-816aa4f8c502/set-computation/sequence,4423,0,1300,1336.130906624463,1145,15149,143.0,2.4587682582374923,0.0,1300,1300,1400,1400,1400,1500,1700,1800,5700,15000,15000
,Aggregated,40330,0,40,234.07760971981156,17,34661,120.29551202578726,22.419652691548286,0.0,40,47,56,71,1300,1300,1400,1600,2400,23000,35000
